query,street_norm,city,zip5,latitude,longitude,source
"3400 Crispin Hall Ln, Pflugerville, TX, 78660",3400 Crispin Hall Ln,Pflugerville,78660,30.466316299575,-97.569003280861,prior
"10001 David Moore Dr, Austin, TX, 78748",10001 David Moore Dr,Austin,78748,30.165646801751,-97.813953423577,prior
"8141 Mesa Dr, Austin, TX, 78759",8141 Mesa Dr,Austin,78759,30.372160736141,-97.756851886168,prior
"5110 Ross Rd, Del Valle, TX, 78617",5110 Ross Rd,Del Valle,78617,30.18491261753,-97.609565431581,prior
"5310 Burnet Rd, Austin, TX, 78756",5310 Burnet Rd,Austin,78756,30.326642211402,-97.739732510263,prior
"5400 Burnet Rd, Austin, TX, 78756",5400 Burnet Rd,Austin,78756,30.328132072692,-97.739810049486,prior
"5401 Burnet Rd, Austin, TX, 78756",5401 Burnet Rd,Austin,78756,30.328137914557,-97.739677462325,prior
"110 Jacob Fontaine Ln, Austin, TX, 78752",110 Jacob Fontaine Ln,Austin,78752,30.325402916593,-97.714790835518,prior
"5353 Burnet Rd, Austin, TX, 78756",5353 Burnet Rd,Austin,78756,30.327843661561,-97.739674998322,prior
"1041 E Wells Branch Pkwy, Pflugerville, TX, 78660",1041 E Wells Branch Pkwy,Pflugerville,78660,30.436933014444,-97.657273918134,prior
"8127 Mesa Dr #, Austin, TX, 78759",8127 Mesa Dr #,Austin,78759,30.371966957622,-97.756965317502,prior
"3400 E Howard Ln, Manor, TX, 78653",3400 E Howard Ln,Manor,78653,30.388318815709,-97.620220013806,prior
"9400 Texas Oaks Dr, Austin, TX, 78748",9400 Texas Oaks Dr,Austin,78748,30.174720023464,-97.814506255846,prior
"4602 E Stassney Ln, Austin, TX, 78744",4602 E Stassney Ln,Austin,78744,30.193985959893,-97.745959119726,prior
"3800 S 2nd St, Austin, TX, 78704",3800 S 2nd St,Austin,78704,30.22935858222,-97.77092161503,prior
"5200 Ross Rd, Del Valle, TX, 78617",5200 Ross Rd,Del Valle,78617,30.182261488204,-97.612374039577,prior
"3573 Far West Blvd, Austin, TX, 78731",3573 Far West Blvd,Austin,78731,30.353802110552,-97.754235747235,prior
"5811 Manor Rd, Austin, TX, 78723",5811 Manor Rd,Austin,78723,30.305603964325,-97.680568304931,prior
"6000 Middle Fiskville Rd, Austin, TX, 78752",6000 Middle Fiskville Rd,Austin,78752,30.322602488168,-97.710750945885,prior
"8108 Mesa Dr, Austin, TX, 78759",8108 Mesa Dr,Austin,78759,30.371755685652,-97.757211316127,prior
"13000 Harris Ridge Blvd, Austin, TX, 78753",13000 Harris Ridge Blvd,Austin,78753,30.402514506514,-97.657372002725,prior
"8004 Cameron Rd, Austin, TX, 78754",8004 Cameron Rd,Austin,78754,30.334627990451,-97.685147440539,prior
"4400 Franklin Park Dr, Austin, TX, 78744",4400 Franklin Park Dr,Austin,78744,30.199310931599,-97.744767026668,prior
"5105 E Stassney Ln, Austin, TX, 78744",5105 E Stassney Ln,Austin,78744,30.193433102617,-97.7396407234,prior
"5600 Sunshine Dr, Austin, TX, 78756",5600 Sunshine Dr,Austin,78756,30.325453049034,-97.729729846018,prior
"5100 Pecan Brook Dr, Austin, TX, 78724",5100 Pecan Brook Dr,Austin,78724,30.316800549906,-97.658303872024,prior
"8901 Business Park Dr, Austin, TX, 78759",8901 Business Park Dr,Austin,78759,30.378861379942,-97.741126666004,prior
"6808 N Lamar Blvd #, Austin, TX, 78752",6808 N Lamar Blvd #,Austin,78752,30.335645198326,-97.720265198082,prior
"6801 AIRPORT BLVD, Austin, TX, 78752",6801 AIRPORT BLVD,Austin,78752,30.334084478388,-97.716860419167,prior
"603 N Lamar Blvd, Austin, TX, 78703",603 N Lamar Blvd,Austin,78703,30.271585458479,-97.753870153067,prior
"12200 FM 969 Rd, Austin, TX, 78724",12200 FM 969 Rd,Austin,78724,30.254531861159,-97.60626516619,prior
"500 Park Blvd, Austin, TX, 78751",500 Park Blvd,Austin,78751,30.303918101873,-97.726496996951,prior
"6405 Circle S Rd, Austin, TX, 78745",6405 Circle S Rd,Austin,78745,30.195141624632,-97.776926350022,prior
"600 N Lamar Blvd, Austin, TX, 78703",600 N Lamar Blvd,Austin,78703,30.271614976785,-97.75399983192,prior
"12901 N Interstate 35, Austin, TX, 78753",12901 N Interstate 35,Austin,78753,30.418067428429,-97.672321558322,prior
"1616 E Oltorf St, Austin, TX, 78741",1616 E Oltorf St,Austin,78741,30.23326500973,-97.739135213594,prior
"15822 Foothill Farms Loop, Pflugerville, TX, 78660",15822 Foothill Farms Loop,Pflugerville,78660,30.44776622102,-97.652194443577,prior
"8104 Mesa Dr, Austin, TX, 78759",8104 Mesa Dr,Austin,78759,30.371697602292,-97.757236536536,prior
"1945 E Oltorf St, Austin, TX, 78741",1945 E Oltorf St,Austin,78741,30.231041436563,-97.735075859525,prior
"3203 Red River St, Austin, TX, 78705",3203 Red River St,Austin,78705,30.291102173382,-97.727060897601,prior
"626 N Lamar Blvd, Austin, TX, 78703",626 N Lamar Blvd,Austin,78703,30.271816224891,-97.753900334249,prior
"5200 Freidrich Ln, Austin, TX, 78744",5200 Freidrich Ln,Austin,78744,30.202239160769,-97.754678963547,prior
"2451 S Capital of Texas Highway, Austin, TX, 78746",2451 S Capital of Texas Highway,Austin,78746,30.263244169157,-97.816139396033,prior
"1908 W Ben White Blvd, Austin, TX, 78704",1908 W Ben White Blvd,Austin,78704,30.230160234815,-97.787520616471,prior
"5409 Ponciana Dr, Austin, TX, 78744",5409 Ponciana Dr,Austin,78744,30.198344849908,-97.755312289259,prior
"3400 Comsouth Dr, Austin, TX, 78744",3400 Comsouth Dr,Austin,78744,30.212845531084,-97.719496427389,prior
"1112 N Lamar Blvd, Austin, TX, 78703",1112 N Lamar Blvd,Austin,78703,30.276134664989,-97.751818359798,prior
"1014 W 6th St, Austin, TX, 78703",1014 W 6th St,Austin,78703,30.271666918254,-97.75412377596,prior
"2241 S I-35, Austin, TX, 78741",2241 S I-35,Austin,78741,30.234223761938,-97.740107522794,prior
"12221 Riata Trace Pkwy, Austin, TX, 78727",12221 Riata Trace Pkwy,Austin,78727,30.429029565233,-97.749955653477,prior
"440 E Saint Elmo Rd, Austin, TX, 78745",440 E Saint Elmo Rd,Austin,78745,30.215433927427,-97.762749009545,prior
"15803 Windermere Dr, Pflugerville, TX, 78660",15803 Windermere Dr,Pflugerville,78660,30.446063830474,-97.648213297255,prior
"12331 Riata Trace Pkwy, Austin, TX, 78727",12331 Riata Trace Pkwy,Austin,78727,30.428523155336,-97.741908099377,prior
"401 W 2nd St, Austin, TX, 78701",401 W 2nd St,Austin,78701,30.265248565777,-97.747757794228,prior
"4401 Spicewood Springs Rd, Austin, TX, 78759",4401 Spicewood Springs Rd,Austin,78759,30.372881197506,-97.75859686369,prior
"4410 E Riverside Dr, Austin, TX, 78741",4410 E Riverside Dr,Austin,78741,30.23377606567,-97.72226698918,prior
"2501 W Parmer Ln, Austin, TX, 78727",2501 W Parmer Ln,Austin,78727,30.418338755814,-97.701317796019,prior
"909 N Lamar Blvd, Austin, TX, 78703",909 N Lamar Blvd,Austin,78703,30.274061555472,-97.752649689716,prior
"7414 Burnet Rd, Austin, TX, 78757",7414 Burnet Rd,Austin,78757,30.349720344633,-97.734887838782,prior
"2108 Barton Hills Dr, Austin, TX, 78704",2108 Barton Hills Dr,Austin,78704,30.253413651725,-97.783517850684,prior
"2113 W Wells Branch, Austin, TX, 78728",2113 W Wells Branch,Austin,78728,30.43637453421,-97.683838000503,prior
"600 W Saint Elmo Rd, Austin, TX, 78745",600 W Saint Elmo Rd,Austin,78745,30.221118728129,-97.77290403835,prior
"1900 Bluebonnet Ln, Austin, TX, 78704",1900 Bluebonnet Ln,Austin,78704,30.252610146469,-97.773545075169,prior
"13903 FM 812 Rd, Del Valle, TX, 78617",13903 FM 812 Rd,Del Valle,78617,30.120602786382,-97.635242372816,prior
"9800 Curlew Dr, Austin, TX, 78748",9800 Curlew Dr,Austin,78748,30.178201811036,-97.833663133815,prior
"3708 S 2nd St, Austin, TX, 78704",3708 S 2nd St,Austin,78704,30.230503811041,-97.770188266716,prior
"1112 W Koenig Ln, Austin, TX, 78756",1112 W Koenig Ln,Austin,78756,30.329704216727,-97.728981469248,prior
"3006 Bowman Ave, Austin, TX, 78703",3006 Bowman Ave,Austin,78703,30.299432394296,-97.770611404648,prior
"12021 Metric Blvd, Austin, TX, 78758",12021 Metric Blvd,Austin,78758,30.402185993001,-97.701623275203,prior
"6428 S I-35, Austin, TX, 78745",6428 S I-35,Austin,78745,30.192423422744,-97.769551558648,prior
"14611 Burnet Rd, Austin, TX, 78728",14611 Burnet Rd,Austin,78728,30.450164550086,-97.695423968126,prior
"5677 Oak Blvd, Austin, TX, 78735",5677 Oak Blvd,Austin,78735,30.237213068235,-97.847852276475,prior
"9828 Great Hills Trl, Austin, TX, 78759",9828 Great Hills Trl,Austin,78759,30.394296762064,-97.748913323363,prior
"5620 Burnet Rd, Austin, TX, 78756",5620 Burnet Rd,Austin,78756,30.331512236972,-97.740079485861,prior
"5901 Southwest Pkwy, Austin, TX, 78735",5901 Southwest Pkwy,Austin,78735,30.247226386699,-97.848390439848,prior
"1106 W 38th St, Austin, TX, 78705",1106 W 38th St,Austin,78705,30.305791519514,-97.744261610084,prior
"906 W Milton St, Austin, TX, 78704",906 W Milton St,Austin,78704,30.250280239615,-97.759942647351,prior
"4500 Menchaca Rd, Austin, TX, 78745",4500 Menchaca Rd,Austin,78745,30.227763291729,-97.789783812749,prior
"1149 Airport Blvd, Austin, TX, 78702",1149 Airport Blvd,Austin,78702,30.27351472626,-97.697827499836,prior
"1211 Montopolis Dr, Austin, TX, 78741",1211 Montopolis Dr,Austin,78741,30.23214686779,-97.698854781654,prior
"5610 N I-35 Service Rd, Austin, TX, 78751",5610 N I-35 Service Rd,Austin,78751,30.312662097842,-97.709046255674,prior
"3706 Guadalupe St, Austin, TX, 78705",3706 Guadalupe St,Austin,78705,30.302089338505,-97.738636621681,prior
"5301 Airport Blvd, Austin, TX, 78751",5301 Airport Blvd,Austin,78751,30.314044346818,-97.714981452443,prior
"5408 Burnet Rd, Austin, TX, 78756",5408 Burnet Rd,Austin,78756,30.328421095679,-97.739827142228,prior
"304 E Cesar Chavez St, Austin, TX, 78701",304 E Cesar Chavez St,Austin,78701,30.262718267881,-97.741982154455,prior
"7412 W Slaughter Ln, Austin, TX, 78749",7412 W Slaughter Ln,Austin,78749,30.209854313428,-97.890213465207,prior
"4400 N Lamar Blvd, Austin, TX, 78756",4400 N Lamar Blvd,Austin,78756,30.312172534104,-97.738560933634,prior
"7525 La Crosse Ave, Austin, TX, 78739",7525 La Crosse Ave,Austin,78739,30.195956149286,-97.906350915647,prior
"117 San Jacinto Blvd, Austin, TX, 78701",117 San Jacinto Blvd,Austin,78701,30.262868299715,-97.741975339359,prior
"863 Airport Blvd, Austin, TX, 78702",863 Airport Blvd,Austin,78702,30.258414507013,-97.693316253361,prior
"4200 N Lamar Blvd, Austin, TX, 78756",4200 N Lamar Blvd,Austin,78756,30.310030222098,-97.740060879158,prior
"5312 Airport Blvd, Austin, TX, 78751",5312 Airport Blvd,Austin,78751,30.314580710121,-97.714890606589,prior
"2400 Burleson Rd, Austin, TX, 78741",2400 Burleson Rd,Austin,78741,30.229715171028,-97.735751456979,prior
"4625 W William Cannon Dr, Austin, TX, 78749",4625 W William Cannon Dr,Austin,78749,30.223355146921,-97.842241246922,prior
"2538 Guadalupe St, Austin, TX, 78705",2538 Guadalupe St,Austin,78705,30.289975246615,-97.74140329516,prior
"4209 Smith School Rd, Austin, TX, 78744",4209 Smith School Rd,Austin,78744,30.197064779672,-97.713598361228,prior
"7601 Dixie Dr, Austin, TX, 78744",7601 Dixie Dr,Austin,78744,30.165175099051,-97.744469034439,prior
"2785 Bee Caves Rd, Austin, TX, 78746",2785 Bee Caves Rd,Austin,78746,30.271234428832,-97.78854135454,prior
"18616 Hilltop Commercial Dr, Pflugerville, TX, 78660",18616 Hilltop Commercial Dr,Pflugerville,78660,30.466855032096,-97.600149674915,prior
"2500 Wimberly Ln, Austin, TX, 78735",2500 Wimberly Ln,Austin,78735,30.294771688207,-97.872051859991,prior
"3601 Govalle Ave, Austin, TX, 78702",3601 Govalle Ave,Austin,78702,30.264768657183,-97.698804736263,prior
"2101 Rutland Dr, Austin, TX, 78758",2101 Rutland Dr,Austin,78758,30.380003520294,-97.714759624551,prior
"6201 Davis Ln, Austin, TX, 78749",6201 Davis Ln,Austin,78749,30.211574480111,-97.876656940771,prior
"500 W Canyon Ridge Dr, Austin, TX, 78753",500 W Canyon Ridge Dr,Austin,78753,30.40320422205,-97.67457615132,prior
"10901 N Lamar Blvd, Austin, TX, 78753",10901 N Lamar Blvd,Austin,78753,30.377710784227,-97.688666050086,prior
"1700 W Parmer Ln, Austin, TX, 78727",1700 W Parmer Ln,Austin,78727,30.412386910339,-97.688543195804,prior
"979 Springdale Rd, Austin, TX, 78702",979 Springdale Rd,Austin,78702,30.261369875066,-97.698181136353,prior
"5605 Nuckols Crossing Rd, Austin, TX, 78744",5605 Nuckols Crossing Rd,Austin,78744,30.189469306254,-97.741182485255,prior
"7210 Cameron Rd, Austin, TX, 78752",7210 Cameron Rd,Austin,78752,30.326275760635,-97.692342872965,prior
"223 E 6th St, Austin, TX, 78701",223 E 6th St,Austin,78701,30.267550071822,-97.74119706919,prior
"7213 Cameron Rd, Austin, TX, 78752",7213 Cameron Rd,Austin,78752,30.326966334096,-97.691554732212,prior
"12915 Dessau Rd, Austin, TX, 78754",12915 Dessau Rd,Austin,78754,30.399265229346,-97.641124756576,prior
"18700 Weiss Ln, Pflugerville, TX, 78660",18700 Weiss Ln,Pflugerville,78660,30.448799220767,-97.560609197627,prior
"3000 Barton Creek Blvd, Austin, TX, 78735",3000 Barton Creek Blvd,Austin,78735,30.286991318456,-97.874774782775,prior
"4631 Airport Blvd, Austin, TX, 78751",4631 Airport Blvd,Austin,78751,30.305309068305,-97.715816838687,prior
"1130 Camino La Costa, Austin, TX, 78752",1130 Camino La Costa,Austin,78752,30.323988591775,-97.697440646455,prior
"8101 Croftwood Dr, Austin, TX, 78749",8101 Croftwood Dr,Austin,78749,30.204025274275,-97.840841586486,prior
"7211 Albert Rd, Austin, TX, 78745",7211 Albert Rd,Austin,78745,30.197363447486,-97.802173105934,prior
"11066 Pecan Park Blvd, Cedar Park, TX, 78613",11066 Pecan Park Blvd,Cedar Park,78613,30.470070031797,-97.802330043324,prior
"121 Pickle Rd, Austin, TX, 78704",121 Pickle Rd,Austin,78704,30.227320102311,-97.761784315159,prior
"6511 Brush Country Rd, Austin, TX, 78749",6511 Brush Country Rd,Austin,78749,30.224355309044,-97.841017965049,prior
"11301 Lakeline Blvd, Austin, TX, 78717",11301 Lakeline Blvd,Austin,78717,30.480094872636,-97.795520483857,prior
"1401 Grand Avenue Pkwy, Pflugerville, TX, 78660",1401 Grand Avenue Pkwy,Pflugerville,78660,30.456281714984,-97.652022111281,prior
"11100 Pecan Park Blvd, Cedar Park, TX, 78613",11100 Pecan Park Blvd,Cedar Park,78613,30.472116380805,-97.802069244378,prior
"4600 Mueller Blvd, Austin, TX, 78723",4600 Mueller Blvd,Austin,78723,30.298143685602,-97.707180944751,prior
"3223 E 7th St, Austin, TX, 78702",3223 E 7th St,Austin,78702,30.258212056324,-97.70539177331,prior
"2907 S 1st St, Austin, TX, 78704",2907 S 1st St,Austin,78704,30.235998706904,-97.763398408152,prior
"4608 West Gate Blvd, Austin, TX, 78745",4608 West Gate Blvd,Austin,78745,30.229793394223,-97.80112454932,prior
"2026 Guadalupe St, Austin, TX, 78705",2026 Guadalupe St,Austin,78705,30.282981917493,-97.742031911149,prior
"18817 N Heatherwilde Blvd, Pflugerville, TX, 78660",18817 N Heatherwilde Blvd,Pflugerville,78660,30.478298495638,-97.616956270803,prior
"2309 Panther Trl, Austin, TX, 78704",2309 Panther Trl,Austin,78704,30.237606016061,-97.787603523791,prior
"100 12th St, Pflugerville, TX, 78660",100 12th St,Pflugerville,78660,30.443991646649,-97.630111127173,prior
"12135 Thompkins Dr, Austin, TX, 78753",12135 Thompkins Dr,Austin,78753,30.386968631668,-97.661099967127,prior
"8201 N FM 620 Rd, Austin, TX, 78726",8201 N FM 620 Rd,Austin,78726,30.416793978914,-97.847257159338,prior
"11725 FM 620 N, Austin, TX, 78750",11725 FM 620 N,Austin,78750,30.458185200735,-97.822857690139,prior
"6414 Ed Bluestein Blvd, Austin, TX, 78723",6414 Ed Bluestein Blvd,Austin,78723,30.30185704804,-97.661316783278,prior
"1101 W Pecan St, Pflugerville, TX, 78660",1101 W Pecan St,Pflugerville,78660,30.443723977612,-97.629186505319,prior
"1112 W 31st St, Austin, TX, 78705",1112 W 31st St,Austin,78705,30.301331056761,-97.747699769209,prior
"6800 Berkman Dr, Austin, TX, 78723",6800 Berkman Dr,Austin,78723,30.319903077087,-97.689203307595,prior
"6615 Berkman Dr, Austin, TX, 78723",6615 Berkman Dr,Austin,78723,30.319182004809,-97.689365980293,prior
"2700 E 7th St, Austin, TX, 78702",2700 E 7th St,Austin,78702,30.260665808771,-97.711553888191,prior
"7309 Lazy Creek Dr, Austin, TX, 78724",7309 Lazy Creek Dr,Austin,78724,30.31311928454,-97.658128301747,prior
"1320 S Lamar Blvd, Austin, TX, 78704",1320 S Lamar Blvd,Austin,78704,30.253653319974,-97.763048687666,prior
"1911 Aldrich St, Austin, TX, 78723",1911 Aldrich St,Austin,78723,30.298354270746,-97.704842396925,prior
"12401 Tech Ridge Blvd, Austin, TX, 78753",12401 Tech Ridge Blvd,Austin,78753,30.398985899361,-97.668892347473,prior
"7609 Apogee Blvd, Austin, TX, 78744",7609 Apogee Blvd,Austin,78744,30.153229700016,-97.715105965453,prior
"4900 Mueller Blvd, Austin, TX, 78723",4900 Mueller Blvd,Austin,78723,30.301282371373,-97.705834209567,prior
"1219 Rosewood Ave, Austin, TX, 78702",1219 Rosewood Ave,Austin,78702,30.268497815788,-97.726152453308,prior
"9422 N Lamar Blvd, Austin, TX, 78753",9422 N Lamar Blvd,Austin,78753,30.36353897749,-97.696808056904,prior
"1716 S Congress Ave, Austin, TX, 78704",1716 S Congress Ave,Austin,78704,30.246853075212,-97.750758466775,prior
"11120 Four Points Dr, Austin, TX, 78726",11120 Four Points Dr,Austin,78726,30.399683856263,-97.846073794104,prior
"401 Congress Ave, Austin, TX, 78701",401 Congress Ave,Austin,78701,30.266249406844,-97.743414783387,prior
"1501 S 1st St, Austin, TX, 78704",1501 S 1st St,Austin,78704,30.249947396165,-97.754865619769,prior
"1945 Medical Dr, Lakeway, TX, 78734",1945 Medical Dr,Lakeway,78734,30.345259524103,-97.969280507243,prior
"5011 W Slaughter Ln, Austin, TX, 78749",5011 W Slaughter Ln,Austin,78749,30.198882164332,-97.863173663032,prior
"15303 Kollmeyer Dr, Lakeway, TX, 78734",15303 Kollmeyer Dr,Lakeway,78734,30.370887875154,-97.943836072129,prior
"11881 Jollyville Rd, Austin, TX, 78759",11881 Jollyville Rd,Austin,78759,30.423809551116,-97.756517057124,prior
"6808 N Lamar Blvd, Austin, TX, 78752",6808 N Lamar Blvd,Austin,78752,30.335645198326,-97.720265198082,prior
"15506 W Sh 71, Bee Cave, TX, 78738",15506 W Sh 71,Bee Cave,78738,30.317355081066,-97.984918709884,prior
"10809 Pecan Park Blvd, Austin, TX, 78750",10809 Pecan Park Blvd,Austin,78750,30.463729631594,-97.802881688241,prior
"6112 Cypress Ranch Blvd, Spicewood, TX, 78669",6112 Cypress Ranch Blvd,Spicewood,78669,30.349871986417,-98.083135216301,prior
"5516 N Lamar Blvd, Austin, TX, 78751",5516 N Lamar Blvd,Austin,78751,30.323553043922,-97.727938402749,prior
"14115 Avery Ranch Blvd, Austin, TX, 78717",14115 Avery Ranch Blvd,Austin,78717,30.494699041421,-97.78796831669,prior
"14850 Harris Ridge Blvd, Pflugerville, TX, 78660",14850 Harris Ridge Blvd,Pflugerville,78660,30.424195033091,-97.64754046649,prior
"1725 Ohlen Rd, Austin, TX, 78757",1725 Ohlen Rd,Austin,78757,30.362759420873,-97.719143434361,prior
"2218 College Ave, Austin, TX, 78704",2218 College Ave,Austin,78704,30.240522309926,-97.752990962175,prior
"7014 Elroy Rd, Del Valle, TX, 78617",7014 Elroy Rd,Del Valle,78617,30.158450946372,-97.643237524336,prior
"8218 Burnet Rd, Austin, TX, 78757",8218 Burnet Rd,Austin,78757,30.361746173602,-97.729433699784,prior
"2700 W Anderson Ln Ste 204 #, Austin, TX, 78757",2700 W Anderson Ln Ste 204 #,Austin,78757,30.35783386276,-97.734244192684,prior
"14109 FM 969 Rd, Austin, TX, 78724",14109 FM 969 Rd,Austin,78724,30.248080863317,-97.585016087696,prior
"10701 S 1st St, Austin, TX, 78748",10701 S 1st St,Austin,78748,30.152062350206,-97.801519904056,prior
"4925 Craigwood Dr, Austin, TX, 78725",4925 Craigwood Dr,Austin,78725,30.283913422961,-97.659935686205,prior
"11720 FM 1826, Austin, TX, 78737",11720 FM 1826,Austin,78737,30.193153331138,-97.924667633835,prior
"1200 W Howard Ln, Austin, TX, 78753",1200 W Howard Ln,Austin,78753,30.424009321259,-97.669991409826,prior
"707 W 21st St, Austin, TX, 78705",707 W 21st St,Austin,78705,30.283993382206,-97.74522240232,prior
"19109 Limestone Commercial Dr, Pflugerville, TX, 78660",19109 Limestone Commercial Dr,Pflugerville,78660,30.473281860564,-97.595375239217,prior
"3111 Palm Way, Austin, TX, 78758",3111 Palm Way,Austin,78758,30.402552938127,-97.720705270935,prior
"2206 Rio Grande St, Austin, TX, 78705",2206 Rio Grande St,Austin,78705,30.285804629284,-97.744949431427,prior
"2200 Aldrich St, Austin, TX, 78723",2200 Aldrich St,Austin,78723,30.300291777666,-97.703756795671,prior
"5256 Burnet Rd, Austin, TX, 78756",5256 Burnet Rd,Austin,78756,30.325907810214,-97.739685341663,prior
