query,street_norm,city,zip5,latitude,longitude,source
"4220 Duval St, Austin, TX, 78751",4220 Duval St,Austin,78751,30.304088041548,-97.726545081131,prior
"4429 Duval St, Austin, TX, 78751",4429 Duval St,Austin,78751,30.306583436109,-97.72476934308,prior
"2222 E Oltorf St, Austin, TX, 78741",2222 E Oltorf St,Austin,78741,30.229958517139,-97.731366232889,prior
"452 W 2nd St, Austin, TX, 78701",452 W 2nd St,Austin,78701,30.265500393351,-97.748212537039,prior
"5501 N Lamar Blvd, Austin, TX, 78751",5501 N Lamar Blvd,Austin,78751,30.323240347568,-97.727986220693,prior
"1201 E Rundberg Ln, Austin, TX, 78753",1201 E Rundberg Ln,Austin,78753,30.354434957548,-97.682216899573,prior
"7101 Woodrow Ave, Austin, TX, 78757",7101 Woodrow Ave,Austin,78757,30.342223504679,-97.725309467543,prior
"3010 W Anderson Ln, Austin, TX, 78757",3010 W Anderson Ln,Austin,78757,30.360554694222,-97.739555586266,prior
"12042 Bittern Holw, Austin, TX, 78758",12042 Bittern Holw,Austin,78758,30.4018506955,-97.699384963799,prior
"10009 N Lamar Blvd, Austin, TX, 78753",10009 N Lamar Blvd,Austin,78753,30.369277281588,-97.69343665015,prior
"1104 W 34th St, Austin, TX, 78705",1104 W 34th St,Austin,78705,30.303289781339,-97.745812214147,prior
"2000 E Pecan St, Pflugerville, TX, 78660",2000 E Pecan St,Pflugerville,78660,30.43268044243,-97.605550186005,prior
"9504 N Lamar Blvd, Austin, TX, 78753",9504 N Lamar Blvd,Austin,78753,30.364701109178,-97.696163104204,prior
"3908 Avenue B, Austin, TX, 78751",3908 Avenue B,Austin,78751,30.303342147179,-97.735438703521,prior
"8624 N Lamar Blvd, Austin, TX, 78753",8624 N Lamar Blvd,Austin,78753,30.354746326565,-97.703858632404,prior
"14900 Avery Ranch Blvd #, Austin, TX, 78717",14900 Avery Ranch Blvd #,Austin,78717,30.497568803505,-97.777393764596,prior
"2210 W Anderson Ln, Austin, TX, 78757",2210 W Anderson Ln,Austin,78757,30.355330160017,-97.729026791687,prior
"11711 N Lamar Blvd, Austin, TX, 78753",11711 N Lamar Blvd,Austin,78753,30.386252033037,-97.684100084198,prior
"5914 W William Cannon Dr, Austin, TX, 78749",5914 W William Cannon Dr,Austin,78749,30.228360324888,-97.861524930863,prior
"2902 Medical Arts St, Austin, TX, 78705",2902 Medical Arts St,Austin,78705,30.289226453787,-97.728560635626,prior
"4500 Duval St, Austin, TX, 78751",4500 Duval St,Austin,78751,30.307077661137,-97.724632764786,prior
"6134 E Us 290 Highway Service Rd, Austin, TX, 78752",6134 E Us 290 Highway Service Rd,Austin,78752,30.235538478255,-97.857416352616,prior
"207 San Jacinto Blvd, Austin, TX, 78701",207 San Jacinto Blvd,Austin,78701,30.26372478374,-97.741686608677,prior
"3316 Harmon Ave, Austin, TX, 78705",3316 Harmon Ave,Austin,78705,30.291490800899,-97.723347535147,prior
"521 S Heatherwilde Blvd, Pflugerville, TX, 78660",521 S Heatherwilde Blvd,Pflugerville,78660,30.451998013827,-97.637089347594,prior
"6603 Berkman Dr, Austin, TX, 78723",6603 Berkman Dr,Austin,78723,30.31915738595,-97.689382185112,prior
"9231 W Parmer Ln, Austin, TX, 78717",9231 W Parmer Ln,Austin,78717,30.478134235037,-97.765606241897,prior
"4701 Burnet Rd, Austin, TX, 78756",4701 Burnet Rd,Austin,78756,30.318039808186,-97.739821730597,prior
"2105 Hancock Dr, Austin, TX, 78756",2105 Hancock Dr,Austin,78756,30.322012835027,-97.739498816181,prior
"2525 Wallingwood Dr Ste 100, Austin, TX, 78746",2525 Wallingwood Dr Ste 100,Austin,78746,30.264915535155,-97.782728249099,prior
"709 E Slaughter Ln, Austin, TX, 78744",709 E Slaughter Ln,Austin,78744,30.161102361612,-97.777317575023,prior
"18901 Hamilton Pool Rd, Dripping Springs, TX, 78620",18901 Hamilton Pool Rd,Dripping Springs,78620,30.28647762987,-98.064911177792,prior
"1801 E 51st St #, Austin, TX, 78723",1801 E 51st St #,Austin,78723,30.303827373992,-97.698907142776,prior
"11600 Century Oaks Ter, Austin, TX, 78758",11600 Century Oaks Ter,Austin,78758,30.402723268785,-97.725301466415,prior
"701 E Stassney Ln, Austin, TX, 78745",701 E Stassney Ln,Austin,78745,30.200984949949,-97.769365661759,prior
"513 W 6th St, Austin, TX, 78701",513 W 6th St,Austin,78701,30.269315219172,-97.7475623391,prior
"501 W 6th St, Austin, TX, 78701",501 W 6th St,Austin,78701,30.269281205365,-97.747447663998,prior
"400 W 6th St, Austin, TX, 78701",400 W 6th St,Austin,78701,30.269091541625,-97.746304450315,prior
"6107 W Parmer Ln, Austin, TX, 78729",6107 W Parmer Ln,Austin,78729,30.443954945027,-97.742650892357,prior
"2408 FM 685, Pflugerville, TX, 78660",2408 FM 685,Pflugerville,78660,30.460339841868,-97.599316707349,prior
"1023 Springdale Rd #, Austin, TX, 78721",1023 Springdale Rd #,Austin,78721,30.268725946821,-97.693463309561,prior
"1023 Springdale Rd, Austin, TX, 78721",1023 Springdale Rd,Austin,78721,30.268725946821,-97.693463309561,prior
"11410 Century Oaks Ter Ste 136 #, Austin, TX, 78758",11410 Century Oaks Ter Ste 136 #,Austin,78758,30.400721238789,-97.72669608029,prior
"2203 Hancock Dr, Austin, TX, 78756",2203 Hancock Dr,Austin,78756,30.322853781048,-97.74074353209,prior
"2122 Park Bend Dr, Austin, TX, 78758",2122 Park Bend Dr,Austin,78758,30.408530789091,-97.703425598651,prior
"2330 W North Loop Blvd, Austin, TX, 78756",2330 W North Loop Blvd,Austin,78756,30.325355674293,-97.742870583652,prior
"1205 N Lamar Blvd, Austin, TX, 78703",1205 N Lamar Blvd,Austin,78703,30.276938401104,-97.751301695507,prior
"5222 Burnet Rd, Austin, TX, 78756",5222 Burnet Rd,Austin,78756,30.324524092357,-97.739584651274,prior
"5035 Burnet Rd, Austin, TX, 78756",5035 Burnet Rd,Austin,78756,30.32210477845,-97.739303799338,prior
"2309 Gracy Farms Ln, Austin, TX, 78758",2309 Gracy Farms Ln,Austin,78758,30.40209478912,-97.708644724617,prior
"7719 Wood Hollow Dr, Austin, TX, 78731",7719 Wood Hollow Dr,Austin,78731,30.360857042447,-97.747720284287,prior
"503 W 27th St, Austin, TX, 78705",503 W 27th St,Austin,78705,30.291933844093,-97.741254078392,prior
"8545 N Lamar Blvd, Austin, TX, 78753",8545 N Lamar Blvd,Austin,78753,30.354117186726,-97.704506695181,prior
"2905 FM 685, Pflugerville, TX, 78660",2905 FM 685,Pflugerville,78660,30.457386182673,-97.601028366576,prior
"2711 Nueces St, Austin, TX, 78705",2711 Nueces St,Austin,78705,30.292217710359,-97.74266815214,prior
"110 E William Cannon Dr, Austin, TX, 78745",110 E William Cannon Dr,Austin,78745,30.193104548523,-97.778649382826,prior
"611 W Ben White Blvd, Austin, TX, 78704",611 W Ben White Blvd,Austin,78704,30.226233047332,-97.769888944961,prior
"2034 W Stassney Ln, Austin, TX, 78745",2034 W Stassney Ln,Austin,78745,30.216063166133,-97.798457619117,prior
"601 W Ben White Blvd, Austin, TX, 78704",601 W Ben White Blvd,Austin,78704,30.226168232608,-97.769760578156,prior
"1434 W Wells Branch Pkwy, Pflugerville, TX, 78660",1434 W Wells Branch Pkwy,Pflugerville,78660,30.440920041324,-97.663335466144,prior
"10505 N FM 620 Rd, Austin, TX, 78726",10505 N FM 620 Rd,Austin,78726,30.441352628678,-97.834559395721,prior
"201 San Jacinto Blvd, Austin, TX, 78701",201 San Jacinto Blvd,Austin,78701,30.263675226192,-97.741704676534,prior
"1616 FM 685, Pflugerville, TX, 78660",1616 FM 685,Pflugerville,78660,30.452335463794,-97.604159475111,prior
"4101 Guadalupe St, Austin, TX, 78751",4101 Guadalupe St,Austin,78751,30.306528456754,-97.735632116515,prior
"9205 Collinfield Dr, Austin, TX, 78758",9205 Collinfield Dr,Austin,78758,30.36391558355,-97.702708112439,prior
"500 Congress Ave, Austin, TX, 78701",500 Congress Ave,Austin,78701,30.267192981001,-97.743211966722,prior
"9411 N Lamar Blvd, Austin, TX, 78753",9411 N Lamar Blvd,Austin,78753,30.363321949248,-97.696781253061,prior
"1167 Webberville Rd, Austin, TX, 78721",1167 Webberville Rd,Austin,78721,30.277734286552,-97.685480172098,prior
"3503 Webberville Rd, Austin, TX, 78702",3503 Webberville Rd,Austin,78702,30.269952517226,-97.706275646644,prior
"419 W Pflugerville Pkwy, Pflugerville, TX, 78660",419 W Pflugerville Pkwy,Pflugerville,78660,30.463257762807,-97.624717236041,prior
"3424 W William Cannon Dr, Austin, TX, 78745",3424 W William Cannon Dr,Austin,78745,30.213350237633,-97.829006064378,prior
"617 Colorado St, Austin, TX, 78701",617 Colorado St,Austin,78701,30.26858674642,-97.743992810279,prior
"87 Rainey St, Austin, TX, 78701",87 Rainey St,Austin,78701,30.259884602861,-97.738302216001,prior
"2901 Montopolis Dr, Austin, TX, 78741",2901 Montopolis Dr,Austin,78741,30.214893805824,-97.71020841822,prior
"5501 Burnet Rd, Austin, TX, 78756",5501 Burnet Rd,Austin,78756,30.330128143758,-97.739827575581,prior
"503 Colorado St, Austin, TX, 78701",503 Colorado St,Austin,78701,30.267535052951,-97.744380480921,prior
"9414 N Lamar Blvd, Austin, TX, 78753",9414 N Lamar Blvd,Austin,78753,30.363425598788,-97.696870979118,prior
"100 Congress Ave, Austin, TX, 78701",100 Congress Ave,Austin,78701,30.263458623562,-97.7446099741,prior
"3310 Northland Dr, Austin, TX, 78731",3310 Northland Dr,Austin,78731,30.336945095652,-97.756127301211,prior
"612 Nueces St, Austin, TX, 78701",612 Nueces St,Austin,78701,30.269806502152,-97.74842865211,prior
"10901 N Lamar Blvd #, Austin, TX, 78753",10901 N Lamar Blvd #,Austin,78753,30.377710784227,-97.688666050086,prior
"91 Rainey St, Austin, TX, 78701",91 Rainey St,Austin,78701,30.260146405671,-97.738203192129,prior
"6908 Cameron Rd, Austin, TX, 78752",6908 Cameron Rd,Austin,78752,30.324122814601,-97.693633930257,prior
"3615 S Congress Ave, Austin, TX, 78704",3615 S Congress Ave,Austin,78704,30.227874773395,-97.761210976966,prior
"111 W William Cannon Dr Ste 318 #, Austin, TX, 78745",111 W William Cannon Dr Ste 318 #,Austin,78745,30.193361199086,-97.780043305047,prior
"301 West Ave, Austin, TX, 78701",301 West Ave,Austin,78701,30.267706638712,-97.751469319862,prior
"900 N Interstate 35, Austin, TX, 78701",900 N Interstate 35,Austin,78701,30.268767296137,-97.734010989905,prior
"802 Red River St, Austin, TX, 78701",802 Red River St,Austin,78701,30.268415575829,-97.736525638707,prior
"1235 E 51st St, Austin, TX, 78723",1235 E 51st St,Austin,78723,30.307853279327,-97.707359999369,prior
"222 West Ave, Austin, TX, 78701",222 West Ave,Austin,78701,30.26721592693,-97.751777472391,prior
"12300 Harris Branch Pkwy, Manor, TX, 78653",12300 Harris Branch Pkwy,Manor,78653,30.369058716597,-97.613190291744,prior
"308 W Stassney Ln, Austin, TX, 78745",308 W Stassney Ln,Austin,78745,30.206411694659,-97.777350808197,prior
"1900 Aldrich St, Austin, TX, 78723",1900 Aldrich St,Austin,78723,30.298410902708,-97.704957775967,prior
"6555 Burnet Rd, Austin, TX, 78757",6555 Burnet Rd,Austin,78757,30.34041251431,-97.738847492201,prior
"12307 Dessau Rd, Austin, TX, 78754",12307 Dessau Rd,Austin,78754,30.387180401039,-97.648279385777,prior
"9406 Dessau Rd, Austin, TX, 78754",9406 Dessau Rd,Austin,78754,30.350994727436,-97.675991808573,prior
"510 Rio Grande St, Austin, TX, 78701",510 Rio Grande St,Austin,78701,30.269158985462,-97.749881818727,prior
"1503 W 35th St, Austin, TX, 78703",1503 W 35th St,Austin,78703,30.306517155001,-97.750002188439,prior
"510 Clarke St, Austin, TX, 78745",510 Clarke St,Austin,78745,30.225197908789,-97.768954013868,prior
"8650 Spicewood Springs Rd, Austin, TX, 78759",8650 Spicewood Springs Rd,Austin,78759,30.433624188047,-97.771357112589,prior
"1762 Colony Creek Dr, Austin, TX, 78758",1762 Colony Creek Dr,Austin,78758,30.369235250884,-97.714767890292,prior
"616 W 34th St, Austin, TX, 78705",616 W 34th St,Austin,78705,30.300536451722,-97.739922273493,prior
"2500 Rio Grande St, Austin, TX, 78705",2500 Rio Grande St,Austin,78705,30.289365618045,-97.744600645306,prior
"1109 E 5th St, Austin, TX, 78702",1109 E 5th St,Austin,78702,30.26373880735,-97.731827670936,prior
"1200 N Lamar Blvd, Austin, TX, 78703",1200 N Lamar Blvd,Austin,78703,30.276968178983,-97.751431183197,prior
"10810 N Lamar Blvd, Austin, TX, 78758",10810 N Lamar Blvd,Austin,78758,30.377259768053,-97.689097954314,prior
"2925 W Pecan St, Pflugerville, TX, 78660",2925 W Pecan St,Pflugerville,78660,30.449713588116,-97.659017898094,prior
"511 Rio Grande St, Austin, TX, 78701",511 Rio Grande St,Austin,78701,30.269124390092,-97.749755329815,prior
"3110 Guadalupe St, Austin, TX, 78705",3110 Guadalupe St,Austin,78705,30.298358991926,-97.740962186078,prior
"600 W 6th St, Austin, TX, 78701",600 W 6th St,Austin,78701,30.26970422036,-97.748467417547,prior
"9516 N Lamar Blvd, Austin, TX, 78753",9516 N Lamar Blvd,Austin,78753,30.364946372239,-97.696026473485,prior
"704 N Cuernavaca Dr, Austin, TX, 78733",704 N Cuernavaca Dr,Austin,78733,30.331390622572,-97.869328285672,prior
"16511 Bratton Ln, Austin, TX, 78728",16511 Bratton Ln,Austin,78728,30.461317722533,-97.675217186457,prior
"12613 Galleria Cir, Bee Cave, TX, 78738",12613 Galleria Cir,Bee Cave,78738,30.306791676578,-97.937682453328,prior
"509 Rio Grande St, Austin, TX, 78701",509 Rio Grande St,Austin,78701,30.269107333861,-97.749761583767,prior
"500 W 6th St, Austin, TX, 78701",500 W 6th St,Austin,78701,30.269389583645,-97.747404567983,prior
"13500 Galleria Cir, Bee Cave, TX, 78738",13500 Galleria Cir,Bee Cave,78738,30.309718396925,-97.939153539803,prior
"2448 S 1st St, Austin, TX, 78704",2448 S 1st St,Austin,78704,30.241520025064,-97.760069046054,prior
"1719 E William Cannon Dr, Austin, TX, 78744",1719 E William Cannon Dr,Austin,78744,30.188643607901,-97.766493294208,prior
"6649 Manor Rd, Austin, TX, 78723",6649 Manor Rd,Austin,78723,30.309200373658,-97.668527669276,prior
"9310 N Lamar Blvd, Austin, TX, 78753",9310 N Lamar Blvd,Austin,78753,30.362613255326,-97.697326527442,prior
"3504 Montopolis Dr, Austin, TX, 78744",3504 Montopolis Dr,Austin,78744,30.20779192687,-97.715223370201,prior
"3505 Country White Ln, Austin, TX, 78749",3505 Country White Ln,Austin,78749,30.221327668567,-97.826083634385,prior
"2321 W North Loop Blvd, Austin, TX, 78756",2321 W North Loop Blvd,Austin,78756,30.32527998048,-97.742689687653,prior
"2910 E 5th St, Austin, TX, 78702",2910 E 5th St,Austin,78702,30.256283920407,-97.709935579651,prior
"9811 N Interstate 35, Austin, TX, 78753",9811 N Interstate 35,Austin,78753,30.361715558219,-97.685359133677,prior
"2501 Nueces St, Austin, TX, 78705",2501 Nueces St,Austin,78705,30.289241495814,-97.742940608934,prior
"9200 Burnet Rd, Austin, TX, 78758",9200 Burnet Rd,Austin,78758,30.37631999808,-97.725748305829,prior
"9900 Decker Ln, Austin, TX, 78724",9900 Decker Ln,Austin,78724,30.324654617211,-97.606558698006,prior
"2712 Guadalupe St, Austin, TX, 78705",2712 Guadalupe St,Austin,78705,30.292329334137,-97.741314174407,prior
"1707 Wells Branch Pkwy, Austin, TX, 78728",1707 Wells Branch Pkwy,Austin,78728,30.438762035676,-97.671894438898,prior
"2508 Rio Grande St, Austin, TX, 78705",2508 Rio Grande St,Austin,78705,30.290052383748,-97.74456094851,prior
"500 N Interstate 35, Austin, TX, 78701",500 N Interstate 35,Austin,78701,30.264988572175,-97.73542559731,prior
"6413 Manor Rd, Austin, TX, 78723",6413 Manor Rd,Austin,78723,30.308330650328,-97.671322284942,prior
"5317 Nuckols Crossing Rd, Austin, TX, 78744",5317 Nuckols Crossing Rd,Austin,78744,30.192876576852,-97.73902327656,prior
"3124 Manor Rd, Austin, TX, 78723",3124 Manor Rd,Austin,78723,30.286671747337,-97.704394836543,prior
"6101 Highland Campus Dr, Austin, TX, 78752",6101 Highland Campus Dr,Austin,78752,30.32747867446,-97.714575153808,prior
"2420 Nueces St, Austin, TX, 78705",2420 Nueces St,Austin,78705,30.288840288492,-97.743114043654,prior
"4300 N Quinlan Park Rd, Austin, TX, 78732",4300 N Quinlan Park Rd,Austin,78732,30.381987000636,-97.88428884638,prior
"7309 McNeil Dr, Austin, TX, 78729",7309 McNeil Dr,Austin,78729,30.435395354997,-97.766272753664,prior
"3423 Guadalupe St, Austin, TX, 78705",3423 Guadalupe St,Austin,78705,30.300519150746,-97.73946754488,prior
"2419 Rio Grande St, Austin, TX, 78705",2419 Rio Grande St,Austin,78705,30.288657152689,-97.744520767608,prior
"1637 Wells Branch Pkwy, Austin, TX, 78728",1637 Wells Branch Pkwy,Austin,78728,30.439640601402,-97.67069720984,prior
"3220 Manor Rd, Austin, TX, 78723",3220 Manor Rd,Austin,78723,30.286855599233,-97.703358932523,prior
"1500 N Cuernavaca Dr, Austin, TX, 78733",1500 N Cuernavaca Dr,Austin,78733,30.338128225837,-97.864850332589,prior
"6710 Loyola Ln, Austin, TX, 78724",6710 Loyola Ln,Austin,78724,30.299358169404,-97.646202157773,prior
"1608 Century St, Austin, TX, 78660",1608 Century St,Austin,78660,30.450552105535,-97.663996310304,prior
"11220 N Lamar Blvd, Austin, TX, 78758",11220 N Lamar Blvd,Austin,78758,30.381045751735,-97.686929323391,prior
"7318 McNeil Dr, Austin, TX, 78729",7318 McNeil Dr,Austin,78729,30.435248653854,-97.767171673148,prior
"12341 Brodie Ln, Austin, TX, 78748",12341 Brodie Ln,Austin,78748,30.14990201547,-97.855489620667,prior
"901 Little Texas Ln, Austin, TX, 78745",901 Little Texas Ln,Austin,78745,30.197973069816,-97.76759118243,prior
"749 Montopolis Dr, Austin, TX, 78741",749 Montopolis Dr,Austin,78741,30.236864743456,-97.695673467525,prior
"5339 Cameron Rd, Austin, TX, 78723",5339 Cameron Rd,Austin,78723,30.311487469639,-97.706822339123,prior
"1200 W Howard Ln, Austin, TX, 78660",1200 W Howard Ln,Austin,78660,30.424009321259,-97.669991409826,prior
"13011 McCallen Pass, Austin, TX, 78753",13011 McCallen Pass,Austin,78753,30.411748838413,-97.6636907074,prior
"2820 E Martin Luther King Jr Blvd, Austin, TX, 78702",2820 E Martin Luther King Jr Blvd,Austin,78702,30.281501284025,-97.71126287815,prior
"200 San Jacinto Blvd, Austin, TX, 78701",200 San Jacinto Blvd,Austin,78701,30.263709644483,-97.741831223272,prior
"3505 Montopolis Dr, Austin, TX, 78744",3505 Montopolis Dr,Austin,78744,30.206862478828,-97.715652218465,prior
"11410 Century Oaks Ter Ste 144 #, Austin, TX, 78758",11410 Century Oaks Ter Ste 144 #,Austin,78758,30.400721238789,-97.72669608029,prior
"8900 S Congress Ave, Austin, TX, 78745",8900 S Congress Ave,Austin,78745,30.169101766338,-97.788206354828,prior
"1801 E 51st St Ste 140 #, Austin, TX, 78723",1801 E 51st St Ste 140 #,Austin,78723,30.303827373992,-97.698907142776,prior
"1015 Reinli St, Austin, TX, 78723",1015 Reinli St,Austin,78723,30.317856131445,-97.705947891748,prior
"2224 E Riverside Dr, Austin, TX, 78741",2224 E Riverside Dr,Austin,78741,30.239933710143,-97.726643617904,prior
"2222 Rio Grande St #, Austin, TX, 78705",2222 Rio Grande St #,Austin,78705,30.286282409166,-97.744894063113,prior
"9911 Brodie Ln, Austin, TX, 78748",9911 Brodie Ln,Austin,78748,30.184686931625,-97.848928334245,prior
"7512 Cameron Rd, Austin, TX, 78752",7512 Cameron Rd,Austin,78752,30.330312252082,-97.688836026723,prior
"611 W 22nd St, Austin, TX, 78705",611 W 22nd St,Austin,78705,30.285131686481,-97.744105152511,prior
"1701 Lavaca St, Austin, TX, 78701",1701 Lavaca St,Austin,78701,30.279504984863,-97.741118931002,prior
"711 W 23rd St, Austin, TX, 78705",711 W 23rd St,Austin,78705,30.287186546189,-97.744883534744,prior
"6518 Ed Bluestein Blvd, Austin, TX, 78723",6518 Ed Bluestein Blvd,Austin,78723,30.302842367432,-97.661149643942,prior
"501 W Oltorf St, Austin, TX, 78704",501 W Oltorf St,Austin,78704,30.241321457791,-97.758064191584,prior
"2109 E Riverside Dr, Austin, TX, 78741",2109 E Riverside Dr,Austin,78741,30.24015116354,-97.727078519703,prior
"2222 Rio Grande St Ste 120 #, Austin, TX, 78705",2222 Rio Grande St Ste 120 #,Austin,78705,30.286282409166,-97.744894063113,prior
"314 W 17th St, Austin, TX, 78701",314 W 17th St,Austin,78701,30.279573743857,-97.741384959726,prior
"1901 Montopolis Dr, Austin, TX, 78741",1901 Montopolis Dr,Austin,78741,30.226081767296,-97.702626586296,prior
"2400 Rio Grande St, Austin, TX, 78705",2400 Rio Grande St,Austin,78705,30.288001330776,-97.744739587623,prior
"6307 Cameron Rd, Austin, TX, 78723",6307 Cameron Rd,Austin,78723,30.319976226923,-97.696583440087,prior
"805 Neches St, Austin, TX, 78701",805 Neches St,Austin,78701,30.268713257751,-97.737466050355,prior
"909 W Mary St, Austin, TX, 78704",909 W Mary St,Austin,78704,30.247876679531,-97.760799539382,prior
"1313 Montopolis Dr, Austin, TX, 78741",1313 Montopolis Dr,Austin,78741,30.230647875031,-97.699774791974,prior
"2215 Rio Grande St, Austin, TX, 78705",2215 Rio Grande St,Austin,78705,30.286234930942,-97.74476581069,prior
"5404 Menchaca Rd, Austin, TX, 78745",5404 Menchaca Rd,Austin,78745,30.216987606424,-97.796568224044,prior
"6500 River Place Blvd, Austin, TX, 78730",6500 River Place Blvd,Austin,78730,30.392728868436,-97.8468499152,prior
"3221 Feathergrass Ct, Austin, TX, 78758",3221 Feathergrass Ct,Austin,78758,30.394845012621,-97.726951991086,prior
"9426 Parkfield Dr, Austin, TX, 78758",9426 Parkfield Dr,Austin,78758,30.367933910636,-97.705982547457,prior
"6819 Great Northern BLVD, Austin, TX, 78757",6819 Great Northern BLVD,Austin,78757,30.349531375937,-97.748489588214,prior
"2613 S Lamar Blvd, Austin, TX, 78704",2613 S Lamar Blvd,Austin,78704,30.245988849218,-97.778822819733,prior
"1508 Montopolis Dr, Austin, TX, 78741",1508 Montopolis Dr,Austin,78741,30.228692067732,-97.701157674505,prior
"1300 E 4th St, Austin, TX, 78702",1300 E 4th St,Austin,78702,30.262289792199,-97.730243282478,prior
"16123 Dessau Rd, Pflugerville, TX, 78660",16123 Dessau Rd,Pflugerville,78660,30.435051940429,-97.614911915916,prior
"6015 Dillard Cir, Austin, TX, 78752",6015 Dillard Cir,Austin,78752,30.325710064448,-97.717922368483,prior
"1701 Grand Avenue Pkwy, Pflugerville, TX, 78660",1701 Grand Avenue Pkwy,Pflugerville,78660,30.455806216411,-97.659959049176,prior
"212 E 6th St, Austin, TX, 78701",212 E 6th St,Austin,78701,30.26768550106,-97.741255195356,prior
"5451 N Interstate 35, Austin, TX, 78723",5451 N Interstate 35,Austin,78723,30.313238064289,-97.7080124246,prior
"11301 Lakeline Blvd Ste 100 #, Austin, TX, 78717",11301 Lakeline Blvd Ste 100 #,Austin,78717,30.480094872636,-97.795520483857,prior
"8127 Mesa Dr Ste 202 #, Austin, TX, 78759",8127 Mesa Dr Ste 202 #,Austin,78759,30.371966957622,-97.756965317502,prior
"5419 N Interstate 35, Austin, TX, 78723",5419 N Interstate 35,Austin,78723,30.312791553738,-97.708193617302,prior
"2803 S Lamar Blvd, Austin, TX, 78704",2803 S Lamar Blvd,Austin,78704,30.244169582003,-97.781428460947,prior
"6611 Airport Blvd, Austin, TX, 78752",6611 Airport Blvd,Austin,78752,30.330911898097,-97.7155534964,prior
"2801 S Lamar Blvd, Austin, TX, 78704",2801 S Lamar Blvd,Austin,78704,30.244180686005,-97.781410988473,prior
"1700 Grand Avenue Pkwy, Pflugerville, TX, 78660",1700 Grand Avenue Pkwy,Pflugerville,78660,30.456062672777,-97.660020418882,prior
"310 E Rundberg Ln, Austin, TX, 78753",310 E Rundberg Ln,Austin,78753,30.3600965639,-97.691698013683,prior
"5401 Menchaca Rd, Austin, TX, 78745",5401 Menchaca Rd,Austin,78745,30.217749771097,-97.795920070609,prior
"5523 Balcones Dr, Austin, TX, 78731",5523 Balcones Dr,Austin,78731,30.336523838728,-97.757678706441,prior
"5308 Balcones Dr, Austin, TX, 78731",5308 Balcones Dr,Austin,78731,30.334821946993,-97.759221137014,prior
"3339 Hancock Dr, Austin, TX, 78731",3339 Hancock Dr,Austin,78731,30.332500398536,-97.75935654486,prior
"12013 Fitzhugh Rd, Austin, TX, 78736",12013 Fitzhugh Rd,Austin,78736,30.232473526974,-97.977922545206,prior
"11908 Sparks Rd, Manor, TX, 78653",11908 Sparks Rd,Manor,78653,30.392507731023,-97.512245702502,prior
"8501 Carranzo Dr, Austin, TX, 78735",8501 Carranzo Dr,Austin,78735,30.271795831471,-97.877997393577,prior
"1945 W WILLIAM CANNON DR, Austin, TX, 78745",1945 W WILLIAM CANNON DR,Austin,78745,30.202544556265,-97.805538044931,prior
"11700 Dessau Rd, Austin, TX, 78754",11700 Dessau Rd,Austin,78754,30.376586692531,-97.659380876172,prior
"3501 Andtree Blvd, Austin, TX, 78724",3501 Andtree Blvd,Austin,78724,30.322598555822,-97.660641788017,prior
"501 E Ben White Blvd, Austin, TX, 78704",501 E Ben White Blvd,Austin,78704,30.219722041298,-97.758738972511,prior
"1817 S Lamar Blvd, Austin, TX, 78704",1817 S Lamar Blvd,Austin,78704,30.250159373059,-97.766193805821,prior
"9741 N Lake Creek Pkwy, Austin, TX, 78717",9741 N Lake Creek Pkwy,Austin,78717,30.476761080981,-97.794285900876,prior
"4209 Eck Ln, Austin, TX, 78734",4209 Eck Ln,Austin,78734,30.404232111259,-97.931442346102,prior
"1300 FM 685, Pflugerville, TX, 78660",1300 FM 685,Pflugerville,78660,30.448520932368,-97.606438490795,prior
"2348 Guadalupe St, Austin, TX, 78705",2348 Guadalupe St,Austin,78705,30.28709925601,-97.741684180624,prior
"2301 W Anderson Ln, Austin, TX, 78757",2301 W Anderson Ln,Austin,78757,30.355693422441,-97.730060793584,prior
"5900 N Lamar Blvd, Austin, TX, 78752",5900 N Lamar Blvd,Austin,78752,30.327885659119,-97.725217761139,prior
"1610 Lavaca St, Austin, TX, 78701",1610 Lavaca St,Austin,78701,30.27871345627,-97.741552990066,prior
"2552 Guadalupe St, Austin, TX, 78705",2552 Guadalupe St,Austin,78705,30.290077973191,-97.741391333842,prior
"2316 Guadalupe St, Austin, TX, 78705",2316 Guadalupe St,Austin,78705,30.286733895317,-97.741724183635,prior
"11220 N Lamar Blvd # B, Austin, TX, 78753",11220 N Lamar Blvd # B,Austin,78753,30.381045751735,-97.686929323391,prior
"1701 Scofield Ln, Austin, TX, 78727",1701 Scofield Ln,Austin,78727,30.415223501954,-97.688466761362,prior
"2404 Guadalupe St, Austin, TX, 78705",2404 Guadalupe St,Austin,78705,30.287821119278,-97.741607345816,prior
"1701 E Parmer Ln, Austin, TX, 78754",1701 E Parmer Ln,Austin,78754,30.386769879143,-97.648499456468,prior
"1519 W Anderson Ln, Austin, TX, 78757",1519 W Anderson Ln,Austin,78757,30.35214646732,-97.722638712755,prior
"1412 S Congress Ave, Austin, TX, 78704",1412 S Congress Ave,Austin,78704,30.249689612355,-97.74971204474,prior
"2100 Robert Browning St, Austin, TX, 78723",2100 Robert Browning St,Austin,78723,30.298710326402,-97.701404858393,prior
